Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Layout	RankOrientedMeet	MeetName	ПЕРВЕНСТВО ПЕНЗЕНСКОЙ ОБЛАСТИ ПО ПЛАВАНИЮ СРЕДИ ЮНОШЕЙ И ДЕВУШЕК
Meet	City	Пенза
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Meet	MeetName	ПЕРВЕНСТВО ПЕНЗЕНСКОЙ ОБЛАСТИ ПО ПЛАВАНИЮ СРЕДИ ЮНОШЕЙ И ДЕВУШЕК
Meet	City	Пенза
Meet	Nation	RUS
Meet	Date	132383493
Session	SessionNumber	2
Session	SessionName	12:00:00
Event	EventName	15
Event	Discipline	100m баттерфляй
Event	StartTime	438000000
Heat	HeatNumber	1
Heat	HeatName	Заплыв 1
Heat	Description	
Heat	StartTime	438000000
Heat	DistanceM	100
Heat	SpeedMS	0.00
Heat	Laps	2
Time	0	LaneTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	471	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	1571	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	2671	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	3771	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	4871	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	5971	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	7071	Rank	-1	Lap	0	Points	0.00
Time	4	LaneTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	8071	Rank	-1	Lap	0	Points	0.00
Time	5	LaneTime	-1	Rank	-1	Lap	0	Points	0.00
Time	2	LaneTime	-1	Rank	-1	Lap	0	Points	0.00
Time	3	LaneTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	9171	Rank	-1	Lap	0	Points	0.00
Time	6	LaneTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	10271	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	11371	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	12471	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	13571	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	14671	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	15771	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	16871	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	17971	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	19071	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	20171	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	21271	Rank	-1	Lap	0	Points	0.00
Time	2	ReactionTime	8400	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	22371	Rank	-1	Lap	0	Points	0.00
Time	3	ReactionTime	7900	Rank	-1	Lap	0	Points	0.00
Time	4	ReactionTime	6900	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	23471	Rank	-1	Lap	0	Points	0.00
Time	5	ReactionTime	7500	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	24571	Rank	-1	Lap	0	Points	0.00
Time	6	ReactionTime	8500	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	25571	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	26671	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	27771	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	28871	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	29971	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	31071	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	32171	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	33271	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	34371	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	35471	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	36571	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	37671	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	38771	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	39871	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	40971	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	42071	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	43071	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	44171	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	45271	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	46371	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	47471	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	48571	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	49671	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	50771	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	51871	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	52971	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	54071	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	55171	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	56271	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	57371	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	58471	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	59571	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	60571	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	61671	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	62771	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	63871	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	64971	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	66071	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	67171	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	68271	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	69371	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	70471	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	71571	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	72671	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	73771	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	74871	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	75971	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	77071	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	78071	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	79171	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	80271	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	81371	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	82471	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	83571	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	84671	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	85771	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	86871	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	87971	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	89071	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	90171	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	91271	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	92371	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	93471	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	94571	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	95571	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	96472	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	97572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	98672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	99772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	100872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	101972	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	103072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	104172	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	105272	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	106372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	107472	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	108572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	109672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	110772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	111872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	112872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	113972	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	115072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	116172	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	117272	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	118372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	119472	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	120572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	121672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	122772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	123872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	124972	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	126072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	127172	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	128272	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	129372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	130372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	131472	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	132572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	133672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	134772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	135872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	136972	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	138072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	139172	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	140272	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	141372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	142472	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	143572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	144672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	145772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	147072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	148072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	149172	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	150272	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	151372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	152472	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	153572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	154672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	155772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	156872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	157972	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	159072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	160172	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	161272	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	162372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	163472	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	164572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	165572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	166672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	167772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	168872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	169972	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	171072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	172172	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	173272	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	174372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	175472	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	176572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	177672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	178772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	179872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	180972	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	182072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	183072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	184172	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	185272	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	186372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	187472	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	188572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	189672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	190772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	191872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	192972	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	194072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	195172	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	196272	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	197173	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	198273	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	199373	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	200373	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	201473	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	202573	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	203673	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	204773	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	205873	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	206973	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	208073	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	209173	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	210273	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	211373	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	212473	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	213573	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	214673	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	215773	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	216873	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	217873	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	218973	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	220073	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	221173	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	222273	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	223373	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	224473	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	225573	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	226673	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	227773	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	228873	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	229973	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	231073	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	232173	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	233273	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	234373	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	235373	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	236473	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	237573	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	238673	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	239773	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	240873	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	241973	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	243073	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	244173	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	245273	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	246572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	247672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	248772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	249872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	250972	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	252072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	253072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	254172	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	255272	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	256372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	257472	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	258572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	259672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	260772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	261872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	262972	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	264072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	265172	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	266272	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	267372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	268472	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	269572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	270572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	271672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	272772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	273872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	274972	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	276072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	277172	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	278272	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	279372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	280472	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	281572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	282672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	283772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	284872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	285972	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	287072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	288072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	289172	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	290272	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	291372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	292472	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	293572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	294672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	295772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	296672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	297772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	298872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	299972	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	301072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	302172	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	303272	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	304372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	305372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	306472	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	307572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	308672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	309772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	310872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	311972	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	313072	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	314172	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	315272	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	316372	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	317472	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	318572	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	319672	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	320772	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	321872	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	322872	Rank	-1	Lap	0	Points	0.00
Time	4	LaneTime	322387	Rank	1	Lap	1	Points	0.00
Time	1	RunningTime	323972	Rank	-1	Lap	1	Points	0.00
Time	1	RunningTime	325072	Rank	-1	Lap	1	Points	0.00
Time	1	RunningTime	326172	Rank	-1	Lap	1	Points	0.00
